date,Line 1,Line 2,line three,line four,line 5,line six,line seven
1-Jan-12,1.07491413,1.049291813,2.230303898,0.837329649,1.258584174,0.21597475,0.491120407
15-Feb-12,1.077350168,1.087714105,2.238879425,0.841770693,1.29945303,0.219589592,0.520697223
15-Mar-12,1.081876877,1.10787498,2.268895539,0.857304075,1.356594012,0.246248739,0.532592578
15-Apr-12,1.101851476,1.154863801,2.334566273,0.864299631,1.436481629,0.252750685,0.537828804
15-May-12,1.118009926,1.169720593,2.365571865,0.887678911,1.456859333,0.276128113,0.556477046
15-Jun-12,1.134723272,1.238544374,2.369234228,0.899881565,1.465517247,0.299745682,0.58040351
15-Jul-12,1.153503234,1.293623654,2.438516886,0.911287748,1.564273833,0.317263119,0.61277108
15-Aug-12,1.158278195,1.324361429,2.470166565,0.926168524,1.649679064,0.342813368,0.638028608
15-Sep-12,1.177176436,1.334556721,2.473149153,0.951540842,1.653000875,0.363814239,0.642140115
15-Oct-12,1.191487375,1.344320242,2.488347555,0.967286527,1.752493701,0.370907967,0.643346985
15-Nov-12,1.201455004,1.404705983,2.553186452,0.98601041,1.801395526,0.398253168,0.690371234
15-Dec-12,1.215232781,1.420057472,2.590572612,1.013607821,1.822176934,0.406358806,0.726217911
15-Jan-13,1.231923191,1.428924695,2.595265541,1.03483201,1.881253521,0.407055806,0.761492976
15-Feb-13,1.244090073,1.44648991,2.59666872,1.035349324,1.922271496,0.431408479,0.78799657
15-Mar-13,1.263572565,1.491144433,2.664232535,1.043099854,2.00536481,0.433207535,0.805634842
15-Apr-13,1.28017282,1.55732115,2.692985328,1.06281174,2.082836713,0.452819284,0.842346631
15-May-13,1.283031353,1.616985631,2.728029253,1.08911633,2.152398031,0.461007697,0.865236579
15-Jun-13,1.283748152,1.652220975,2.781823537,1.097987678,2.185186728,0.485832668,0.900312404
15-Jul-13,1.295192149,1.682864859,2.84690847,1.103985638,2.227203781,0.510875283,0.937003814
15-Aug-13,1.302716753,1.717938853,2.880050928,1.131424995,2.233996506,0.51347938,0.97377285
15-Sep-13,1.312145351,1.793482682,2.914235257,1.160914854,2.289260629,0.529952703,0.997492391
15-Oct-13,1.316294509,1.797992531,2.932057994,1.189527646,2.387011041,0.548461941,1.028947305
15-Nov-13,1.335722581,1.862560109,2.952184961,1.205587862,2.47784515,0.551441011,1.029007149
15-Dec-13,1.347777984,1.931379107,2.973614003,1.207230273,2.543783354,0.555082777,1.046146495
15-Jan-14,1.362785185,1.937418692,3.010281653,1.214789773,2.632544797,0.583571911,1.089389583
15-Feb-14,1.376563316,1.985733322,3.025834681,1.214857867,2.715272035,0.597849806,1.13629866
15-Mar-14,1.379861477,2.047912236,3.02850503,1.238533456,2.750763177,0.599654076,1.166392127
15-Apr-14,1.381095857,2.106663183,3.04100373,1.238970224,2.793831434,0.628267353,1.180831181
15-May-14,1.393359147,2.20008051,3.092243855,1.244356472,2.883171177,0.636850315,1.20659464
15-Jun-14,1.406277301,2.212811709,3.09390161,1.274182599,2.935848726,0.642311031,1.211147297
15-Jul-14,1.413526242,2.285945345,3.1576698,1.29970568,2.994486237,0.652070191,1.252904413
15-Aug-14,1.432935419,2.372813087,3.193810782,1.318902138,3.002431792,0.670250298,1.280374517
15-Sep-14,1.434433122,2.437589961,3.235388168,1.347515895,3.099915772,0.69940498,1.32280005
15-Oct-14,1.445806862,2.502002148,3.253055916,1.374088958,3.154228652,0.723495676,1.335439544
15-Nov-14,1.448461126,2.538331215,3.274948065,1.389414843,3.154575416,0.727417354,1.364455783
15-Dec-14,1.46429414,2.610930319,3.324334029,1.415598857,3.251553065,0.742283902,1.410287652
15-Jan-15,1.478859723,2.675934629,3.340351867,1.434450587,3.294277572,0.744645839,1.426673616
15-Feb-15,1.497199678,2.769942308,3.344925357,1.43798748,3.379471016,0.746247029,1.446181388
15-Mar-15,1.504834345,2.837877604,3.375015325,1.466555505,3.400485822,0.770468603,1.465608219
15-Apr-15,1.510116409,2.84936819,3.443092202,1.483508565,3.414495979,0.772876745,1.477250146
15-May-15,1.520689211,2.94430453,3.499521866,1.498507,3.498251259,0.78101133,1.517844813
15-Jun-15,1.523514903,2.949539209,3.563836283,1.526845423,3.534787397,0.796341179,1.531156358
15-Jul-15,1.538096956,3.025849274,3.622631941,1.526847762,3.566810326,0.818926616,1.563765105
15-Aug-15,1.550558111,3.061737335,3.692579341,1.532494628,3.61532966,0.819545873,1.585323612
15-Sep-15,1.564297022,3.108667274,3.70912116,1.552440335,3.622413994,0.830077106,1.607945992
15-Oct-15,1.572518863,3.151243579,3.716917151,1.56759697,3.638029639,0.832645966,1.651901256
15-Nov-15,1.58957738,3.246456769,3.760356832,1.580928293,3.689462988,0.847327194,1.661306939
15-Dec-15,1.590148985,3.309166133,3.816329068,1.600697085,3.738838284,0.861321038,1.69118315
1-Jan-16,1.59647397,3.350751757,3.878225424,1.615729259,3.824552651,
